model_id,Project_Identifier,Cell_line,Source,Identifier,Gender,Tissue_type,Cancer_type,Cancer_subtype,Haem_lineage,BROAD_ID,CCLE_ID,ploidy,mutational_burden,msi_status,growth_properties,growth,size,media,replicates_correlation,number_of_proteins,EMT,Proteasome,TranslationInitiation,CopyNumberInstability,GeneExpressionCorrelation,CopyNumberAttenuation,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
SIDM00084,SIDM00084;SF295,SF295,NCI,CVCL_1690,Female,Central Nervous System,Glioblastoma,,,ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,3.066847957,7.8,MSS,Unknown,0.973260819,16.5,D/F12,0.904005031,5522,0.413267824,0.662912544,0.580060234,0.381462009,0.522957203,0.023319868,-2.131478556,-1.883722498,0.301501293,1.022120228,-0.537965209,1.179327263,-0.213905035,2.523698846,0.552335726,-0.078038221,0.197827364,-0.147838606,-0.117048666,0.842838743,0.279003423
SIDM01217,SIDM01217;MY-M12,MY-M12,JCRB,CVCL_3035,Female,Haematopoietic and Lymphoid,Other Blood Cancers,Acute Biphenotypic Leukemia,Mixed,ACH-002276,MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.975625588,10.5,MSS,Suspension,0.620251311,10,R,0.895773339,5365,0.408716355,0.62597953,0.587391408,0.008385731,0.483802375,0.019233666,-0.149510839,-0.117114417,-1.645669584,0.224154613,-0.443354857,0.748464981,-2.006159347,-1.041794561,-1.390999735,0.12672501,1.082405676,0.165698431,-0.51397904,1.200422199,0.094971263
SIDM00603,SIDM00603;KOSC-2,KOSC-2,JCRB,CVCL_1337,Male,Head and Neck,Head and Neck Carcinoma,Floor of mouth squamous cell carcinoma,,ACH-002260,KOSC2_UPPER_AERODIGESTIVE_TRACT,2.791229467,9.866666667,MSS,Unknown,1.607460449,16.9,R,0.904381763,5047,0.324283222,0.499079938,0.55242984,0.564296973,0.406832661,0.089236848,2.476123685,-1.46623407,-0.166500752,1.858802416,0.020922968,-1.61153992,0.504332875,2.166259798,-2.247171737,0.625047445,0.323233806,0.606780884,2.091502698,1.325340923,-0.588942107
SIDM01162,SIDM01162;SW156,SW156,ATCC,CVCL_1719,Male,Kidney,Kidney Carcinoma,,,ACH-001398,SW156_KIDNEY,,12.66666667,MSS,Adherent,1.023895782,16.3,D/F12,0.890902758,5376,0.325266856,0.638803747,0.559403895,,,,-0.072656146,-1.829532651,0.082196206,3.367577017,0.100356201,1.600746849,1.243347677,1.297772465,0.188162988,-1.937033306,0.865408232,-1.049064913,-1.959870123,-0.019618581,0.243754526
SIDM00619,SIDM00619;KMH-2,KMH-2,JCRB,CVCL_S641,Male,Thyroid,Thyroid Gland Carcinoma,Anaplastic Thyroid Carcinoma,,,,3.785519502,25.06666667,MSS,Unknown,0.607937792,19.6,R,0.90775173,5273,0.28799358,0.599812021,0.564005033,0.62451014,0.53515344,0.050337468,-1.924961786,-1.405671127,0.582836736,8.227898037,1.430399597,-2.218506613,-0.024779767,5.596037711,0.289591982,-1.256397789,-1.179033868,-0.824516638,0.869842252,0.409331599,0.21876612
SIDM00604,SIDM00604;KON,KON,JCRB,CVCL_3001,Male,Head and Neck,Head and Neck Carcinoma,Oral Cavity Squamous Cell Carcinoma,,ACH-001542,KON_UPPER_AERODIGESTIVE_TRACT,2.652559537,12.3,MSS,Adherent,1.699578707,15.1,D/F12,0.890553821,5029,0.361528795,0.567939716,0.508492436,0.561982157,0.418163876,0.06059445,2.025792309,-1.765014853,0.417113828,0.239169229,0.42247916,-2.274104474,0.76092303,1.50852541,-0.65308508,-0.526741811,0.150704239,0.373779806,1.957051815,0.673481977,-0.53854809
SIDM00769,SIDM00769;NCI-H1838,NCI-H1838,ATCC,CVCL_1499,Female,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000733,NCIH1838_LUNG,2.748032961,17.2,MSS,Adherent,0.445822645,15.4,R,0.872719065,5512,0.288568786,0.646171735,0.506602346,0.630892416,0.476352313,0.081938769,1.490872633,-0.468615929,-0.205694264,2.265761106,-0.146289023,0.584794699,1.014241714,0.236685157,-0.034012584,-1.178290745,-1.421171829,-0.603963728,-0.323534004,-0.915793415,0.129257918
SIDM00750,SIDM00750;NCI-H1568,NCI-H1568,ATCC,CVCL_1476,Female,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000869,NCIH1568_LUNG,2.500623586,25.63333333,MSS,Adherent,0.15991056,17.1,R,0.881984846,4076,0.282760406,0.343153972,0.440711223,0.524663842,0.349791301,0.036001484,1.009419113,0.296324799,2.481816922,0.414282885,-0.053869028,-0.162420813,0.256795187,-2.018968325,-1.54562481,-0.028753252,0.120025687,-0.780018705,1.174623613,0.089249073,-0.042765483
SIDM00356,SIDM00356;RERF-LC-KJ,RERF-LC-KJ,JCRB,CVCL_1654,Male,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000482,RERFLCKJ_LUNG,2.720445452,12,MSS,Unknown,0.507023355,18.2,R,0.876779322,4873,0.266535733,0.630875325,0.506965102,0.427183896,0.434834596,0.045999329,1.961405273,0.110561354,0.952133698,-3.278122151,-0.866454724,1.306190697,-0.474089118,1.438983481,1.367610197,0.979788816,0.395590883,-0.57169387,1.195261118,-0.700525909,-0.421880423
SIDM00737,SIDM00737;NCI-H1770,NCI-H1770,ATCC,CVCL_1493,Male,Lung,Non-Small Cell Lung Carcinoma,,,ACH-001362,NCIH1770_LUNG,2.702144346,29.2,MSS,Suspension,0.185141766,11.1,D/F12,0.893305761,5508,0.232950355,0.736932753,0.557253747,0.488479158,0.499832558,0.042208244,-1.969703086,3.465106797,-0.86295414,-3.350421518,0.036229925,-0.361613213,0.877327188,1.603657767,-1.206462359,-1.32940762,-0.919204589,0.346010378,0.197586294,0.773248844,0.140339581
SIDM00849,SIDM00849;A704,A704,ATCC,CVCL_1065,Male,Kidney,Kidney Carcinoma,,,ACH-000429,A704_KIDNEY,1.961576632,10.3,MSS,Unknown,0.263105537,19.1,D/F12,0.8725627,4350,0.412091898,0.572437012,0.489031826,0.269788996,0.449653392,0.035266,-0.461425864,-0.937096423,-0.189748192,0.448782601,0.380442932,1.814363106,1.891904195,-2.281969362,2.788382575,-0.244532239,-0.027845076,-1.043205453,-2.513021264,0.568523173,-0.28917015
SIDM00881,SIDM00881;HCC1428,HCC1428,ATCC,CVCL_1252,Female,Breast,Breast Carcinoma,Breast adenocarcinoma,,ACH-000352,HCC1428_BREAST,3.515258168,10.2,MSS,Adherent,0.222056144,18.7,R,0.887691014,4788,0.350975133,0.514094562,0.538681105,0.762574425,0.452297125,0.059383483,0.901956677,2.005689897,1.976476041,-1.252528324,-0.078574826,2.901726866,-0.675415181,-1.547746316,0.740323335,0.147021385,0.943111887,-0.989431638,2.104091329,-0.352387962,0.099491465
SIDM00186,SIDM00186;LB2241-RCC,LB2241-RCC,"Ludwig Institute for Cancer Research, Brussels branch",CVCL_1365,Male,Kidney,Kidney Carcinoma,,,ACH-002151,LB2241RCC_KIDNEY,2.570563337,1.5,MSS,Unknown,0.950591459,18.8,D/F12,0.875390439,4851,0.344981812,0.564319239,0.535098,0.585253958,0.444623858,0.034227938,0.473052116,-2.045350766,-1.182845528,0.179697773,1.249561231,0.317783257,1.029799092,-1.604000895,1.627452109,0.830195607,1.345672094,-1.335707067,-2.08186811,0.314525911,-0.516229448
SIDM00392,SIDM00392;SK-MEL-30,SK-MEL-30,DSMZ,CVCL_0039,Male,Skin,Melanoma,Cutaneous melanoma,,ACH-000810,SKMEL30_SKIN,3.66869254,14.6,MSS,Adherent,1.093161337,19.8,R,0.931627551,5097,0.318001582,0.584866333,0.566468094,0.579791721,0.535431028,0.042875824,-2.062099887,-0.975774904,0.78399053,1.35645185,-0.178349647,-0.281860054,-0.499520539,0.224072831,0.946789122,-0.012334277,0.999759652,4.217733674,-0.094063692,-1.451865253,0.354902837
SIDM00474,SIDM00474;OV-7,OV-7,ECACC,CVCL_2675,Female,Ovary,Ovarian Carcinoma,,,ACH-000688,OV7_OVARY,1.853578663,5.3,MSS,Adherent,1.092030649,18.6,D/F12,0.91207995,4844,0.396546913,0.622069329,0.536887335,0.154714866,0.510743821,0.043910635,-0.620236148,-1.862176384,-1.028893046,-2.989648497,-0.56903853,0.869205641,-0.244267182,-0.548367012,0.742620913,-1.84342183,-0.760110287,-0.401496327,0.204983516,-1.053798596,0.560608525
SIDM00877,SIDM00877;HCC1599,HCC1599,ATCC,CVCL_1256,Female,Breast,Breast Carcinoma,Ductal Breast Carcinoma,,ACH-000196,HCC1599_BREAST,2.995078528,4.433333333,MSS,Suspension,0.566995904,14.4,R,0.916637099,4711,0.198034688,0.577228359,0.562868878,0.534519214,0.461748385,0.098275368,0.607979914,1.72671876,0.869918148,-1.314483695,0.454071051,-0.047582782,-0.518396786,-2.767056794,0.674643148,0.766540745,0.185041546,-0.493012118,1.324546946,-1.214962467,0.138180813
SIDM00859,SIDM00859;Farage,Farage,ATCC,CVCL_3302,Female,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Diffuse large B-cell lymphoma,B lymphoid,ACH-001498,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.975276974,35.7,MSS,Suspension,1.142242096,11.4,R,0.912307785,4247,0.410526151,0.559009995,0.549898152,0.001855485,,,0.493985389,-0.213930228,-1.758433619,-0.235243837,-0.575967232,-0.139853198,1.370637703,0.393584308,0.816107985,0.891501021,1.979323592,-0.140030034,0.361098211,-1.858295267,0.758524453
SIDM00495,SIDM00495;A3-KAW,A3-KAW,JCRB,CVCL_1062,Female,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Diffuse large B-cell lymphoma,B lymphoid,ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.043815934,18.93333333,MSS,Suspension,2.094666973,12.8,R,0.922002527,4649,0.292366547,0.648508626,0.530569543,0.144157996,0.459550642,0.073210915,0.135597352,-0.145146827,3.271951997,-3.324887766,1.974040039,-0.892267952,0.699728435,6.188732694,0.932754225,-0.24621699,-0.833423726,-0.085096822,0.764804478,-2.263185019,-0.859085185
SIDM01007,SIDM01007;KARPAS-45,KARPAS-45,ECACC,CVCL_1326,Male,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Childhood T acute lymphoblastic leukemia,T lymphoid,ACH-002256,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.680622722,152.0666667,MSS,Suspension,0.109766084,12,R,0.898357401,4369,0.317081116,0.562018575,0.548212709,0.241853454,0.50067017,0.028419239,-0.257544247,0.798782617,-0.073961804,1.229376319,-0.350000849,0.612236262,-1.320915242,-2.104465994,-2.132767413,-1.309810907,0.317398596,-0.301167103,0.008379469,1.3556136,0.448508279
SIDM00151,SIDM00151;IGROV-1,IGROV-1,NCI,CVCL_1304,Female,Ovary,Ovarian Carcinoma,Ovarian endometrioid adenocarcinoma,,ACH-000966,IGROV1_OVARY,3.986690149,59.36666667,MSI,Unknown,1.042103115,16.2,R,0.914844452,4791,0.34997657,0.616438356,0.52862859,0.204857049,0.454254538,-0.001044968,-0.032007972,0.25316895,1.763729079,0.532639655,0.164035383,-0.784483667,-0.144895842,-1.629704401,-0.57369376,0.358827599,1.790564233,-1.24843725,-1.262825508,-0.664666709,0.186456342
SIDM00528,SIDM00528;MDA-MB-361,MDA-MB-361,ECACC,CVCL_0620,Female,Breast,Breast Carcinoma,Breast adenocarcinoma,,ACH-000934,MDAMB361_BREAST,2.654787781,30.56666667,MSS,Adherent,0.300890598,15,D/F12,0.903012556,4906,0.350903896,0.64516129,0.515822412,0.591059829,0.453704852,0.074594212,1.173315091,1.74628527,1.313880492,0.116012178,0.350205612,2.280874247,-1.20152061,-1.519551498,0.509542691,-1.151949444,1.641136233,-0.480413797,1.721352135,-0.513227533,0.068443919
SIDM01058,SIDM01058;GRANTA-519,GRANTA-519,DSMZ,CVCL_1818,Female,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Mantle cell lymphoma,B lymphoid,ACH-000073,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.890870719,4.566666667,MSS,Suspension,0.310675285,11.8,D/F12,0.923738043,4284,0.501730279,0.596916812,0.575339656,0.12866876,0.4265243,0.027803952,0.083136931,-0.298948798,-1.866529562,-3.901612451,-0.250451035,0.757909743,1.140089612,-0.222605805,1.077125182,1.819314862,1.835851631,0.071534844,-0.183661396,0.218855807,-0.269605644
SIDM00111,SIDM00111;U251,U251,NCI,CVCL_0021,Male,Central Nervous System,Glioma,Low Grade Glioma,,ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,2.119201993,5.933333333,MSS,Adherent,1.192374861,15.5,D/F12,0.923924458,5084,0.304045824,0.665838532,0.579908167,0.228698477,0.472691794,0.007380972,-2.0980816,-1.172508963,-0.09756831,1.224114779,-0.813668595,0.909033958,-0.404059736,1.884681918,-0.159086104,0.344641081,-0.046919552,0.277304975,0.128150973,0.573124438,-0.317891915
SIDM00874,SIDM00874;HCC1937,HCC1937,ATCC,CVCL_0290,Female,Breast,Breast Carcinoma,Ductal Breast Carcinoma,,ACH-000223,HCC1937_BREAST,4.238473033,3.633333333,MSS,Semi-Adherent,0.518403631,18.3,R,0.921719055,4814,0.339321679,0.657917995,0.52775812,0.492030626,0.479776109,0.076777237,1.873623063,-0.099017159,0.215052387,0.022885839,-0.130171161,0.876273392,-0.102422731,-2.079815809,-1.091042767,0.296776804,1.198608449,-0.482939554,1.666305715,0.776877606,-0.129681727
SIDM01160,SIDM01160;SW780,SW780,ATCC,CVCL_1728,Female,Bladder,Bladder Carcinoma,,,ACH-000384,SW780_URINARY_TRACT,3.580046402,5.633333333,MSS,Adherent,0.749265794,15.1,D/F12,0.894258903,4727,0.243029588,0.584833142,0.526918925,0.427870647,0.428852039,0.047016519,1.996738065,0.072794078,1.369559765,0.130625128,0.039971454,0.115352386,-0.261333598,1.499506827,-0.752297513,1.053580092,1.358270398,0.182704519,0.872971273,0.041189085,-0.306054089
SIDM00684,SIDM00684;LN-229,LN-229,ATCC,CVCL_0393,Female,Central Nervous System,Glioblastoma,,,ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,3.676168433,9.233333333,MSS,Adherent,0.492163568,14.8,D/F12,0.895228984,4414,0.340897298,0.595017205,0.525905194,0.586025524,0.448691649,0.06337266,-2.275403968,-1.426564333,-0.003009813,2.074444104,0.039426314,1.368007675,-0.368150459,1.25951526,-1.117735811,-0.157475104,-0.312914741,2.196467821,0.200922531,-0.528845606,0.258865618
SIDM00485,SIDM00485;BICR22,BICR22,ECACC,CVCL_2310,Male,Head and Neck,Head and Neck Carcinoma,Tongue Squamous Cell Carcinoma,,ACH-000794,BICR22_UPPER_AERODIGESTIVE_TRACT,1.897911915,6.833333333,MSS,Adherent,0.708682301,14.8,D/F12,0.885209098,3723,0.344092488,0.236725664,0.43725575,0.258801083,0.300411669,0.098996006,3.219088066,-1.711461162,-1.719741859,1.538477455,0.132220175,-0.709174512,0.264033805,0.18088724,-0.445708551,0.30113833,0.075715476,1.137897204,2.727295842,0.03126952,-0.789887259
SIDM00281,SIDM00281;DJM-1,DJM-1,RIKEN,CVCL_1172,Female,Skin,Other Solid Carcinomas,Skin squamous cell carcinoma,,ACH-002100,DJM1_SKIN,1.956580301,18.26666667,MSS,Adherent,1.282634431,16.7,D/F12,0.890486546,5621,0.359340198,0.599513881,0.501461503,0.281285026,0.431156917,0.103426269,2.081982322,-1.355306874,-0.183794129,-0.749642918,0.138452151,-1.793584101,0.337662015,-1.599376929,-1.545939859,0.825640096,-0.501644317,0.205135255,1.860940632,1.161185856,-0.287562224
SIDM00187,SIDM00187;LB1047-RCC,LB1047-RCC,"Ludwig Institute for Cancer Research, Brussels branch",CVCL_1364,Female,Kidney,Kidney Carcinoma,,,ACH-002150,LB1047RCC_KIDNEY,2.458111818,2.266666667,MSI,Unknown,0.764818727,16.4,D/F12,0.890529978,5916,0.387593024,0.61555983,0.57093951,0.376947789,0.505812419,0.06782081,-0.025731628,-1.771407617,1.721358593,-2.624966971,-0.009632841,-0.123184575,0.77913468,-1.228194466,0.272377689,1.027369443,0.990085662,-1.469769529,-1.677220733,1.567840574,0.354892663
SIDM00363,SIDM00363;P31-FUJ,P31-FUJ,JCRB,CVCL_1632,Male,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Childhood Acute Myeloid Leukemia,Myeloid,ACH-000770,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.043389623,22.73333333,MSI,Unknown,0.693207798,11.3,R,0.910843353,5266,0.445465435,0.696578793,0.579079152,0.165611302,0.453292382,0.049608558,0.199347301,-0.318421215,1.407436503,1.037898917,0.554774257,0.836151845,-1.619060631,0.178478862,-1.259360799,-1.042270954,-2.224114032,0.316603749,-0.571637325,1.171581862,-0.359787637
SIDM00449,SIDM00449;RCH-ACV,RCH-ACV,DSMZ,CVCL_1851,Female,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Childhood B acute lymphoblastic leukemia,B lymphoid,ACH-000922,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.035776948,33.2,MSS,Suspension,1.2333526,,R,0.914835893,5433,0.369538309,0.657902405,0.573445896,0.05716478,0.511331698,0.035346055,-0.339765517,-0.046076656,-2.24108539,-3.136948657,-0.677013811,0.274334147,-1.224487119,-1.272211145,-0.615535966,0.122071901,3.083137049,0.089580791,-0.127928992,1.007658617,0.143889576
SIDM00772,SIDM00772;HCC2218,HCC2218,ATCC,CVCL_1263,Female,Breast,Breast Carcinoma,Ductal Breast Carcinoma,,ACH-000755,HCC2218_BREAST,3.925428789,7.4,MSS,Suspension,-0.02856877,18.2,R,0.907238179,5319,0.346659782,0.64643138,0.535016282,0.34521754,0.497547167,0.01604891,1.839620204,2.253074269,1.448751108,0.356967491,0.149259298,2.269308027,-2.69109833,-2.413817048,3.175054496,-0.300762909,1.527132092,-0.379638815,2.474471322,-1.468058361,0.069149671
SIDM00632,SIDM00632;IM-9,IM-9,JCRB,CVCL_1305,Female,Haematopoietic and Lymphoid,Non-Cancerous,Non-Cancerous (B-lymphoblastoid),B lymphoid,ACH-002247,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.96835778,5.266666667,MSS,Suspension,2.110299207,14,R,0.897716854,5290,0.391301259,0.690479879,0.604279887,,0.446342889,0.032255255,0.181248778,-0.556806206,1.733577183,-0.880509377,0.109116781,-1.082304485,1.298125997,3.554357846,1.465086212,0.47734233,-0.955647519,0.228067755,0.142008706,0.48770256,-0.513981306
SIDM01184,SIDM01184;T24,T24,ATCC,CVCL_0554,Female,Bladder,Bladder Carcinoma,,,ACH-000018,T24_URINARY_TRACT,3.535053532,5.833333333,MSS,Adherent,0.575797818,15.3,D/F12,0.882773271,5457,0.405377928,0.653312808,0.559550543,0.496426003,0.517405006,0.012336222,-0.418320474,-1.886422054,-2.399916606,2.915599101,0.052548927,0.292457136,-0.330899487,1.415952244,-1.23551796,-0.315912363,0.149144449,-0.430388896,0.255015305,-0.369986545,0.459869965
SIDM01070,SIDM01070;HCC-366,HCC-366,DSMZ,CVCL_2059,Female,Lung,Non-Small Cell Lung Carcinoma,Adenosquamous lung carcinoma,,ACH-000840,HCC366_LUNG,3.445900706,16.46666667,MSS,Adherent,0.687236169,18.3,R,0.904233634,5667,0.310470562,0.643770066,0.575908639,0.477443314,0.470276132,0.043471587,0.779358659,-1.320302602,0.048463894,-0.149782774,-0.631866884,0.406710771,0.73550429,-0.051311273,-1.485028701,-0.889246867,-0.593672091,-0.821693322,-0.158029951,-0.684420771,0.036679236
SIDM00337,SIDM00337;MEL-HO,MEL-HO,DSMZ,CVCL_1402,Female,Skin,Melanoma,,,ACH-000450,MELHO_SKIN,3.130660915,7.433333333,MSS,Adherent,0.591542131,18.8,R,0.900064395,5517,0.323643017,0.686433957,0.597174345,0.45911433,0.52927893,0.041392074,-1.701404058,-0.640126095,2.120931948,-0.883707523,-0.469858905,-0.328042298,-0.250030345,1.38428632,0.637143043,-0.180853645,1.3935043,5.203302362,-0.551818623,-1.511363552,0.470707292
SIDM01059,SIDM01059;IPC-298,IPC-298,DSMZ,CVCL_1307,Female,Skin,Melanoma,Cutaneous melanoma,,ACH-000915,IPC298_SKIN,3.440121019,32.2,MSS,Adherent,1.188704204,15.5,R,0.892145816,5441,0.328061032,0.605449013,0.595416891,0.557551274,0.507316647,0.009065055,-1.764338436,-0.989978113,0.625810649,-2.389369403,-0.146096395,-0.32866451,-0.201791688,1.196658154,1.001771801,-0.204206277,0.19170236,3.889386993,-0.319703103,-2.15734213,0.376458551
SIDM00607,SIDM00607;KNS-42,KNS-42,JCRB,CVCL_0378,Male,Central Nervous System,Glioblastoma,,,ACH-000622,KNS42_CENTRAL_NERVOUS_SYSTEM,3.071950007,11.9,MSS,Unknown,0.444488907,18.4,D/F12,0.895575234,5204,0.34206995,0.4188538,0.489260879,0.621783884,0.372189315,0.086166998,-2.371341162,-0.083663786,-0.259715096,1.170580843,0.479999602,1.572103881,0.15586373,0.936028379,-0.566166978,0.427146737,0.626188073,0.082135701,-0.495275472,0.248322596,-0.072441291
SIDM00585,SIDM00585;HuH-7,HuH-7,JCRB,CVCL_0336,Male,Liver,Hepatocellular Carcinoma,,,ACH-000480,HUH7_LIVER,2.435327559,11.53333333,MSS,Unknown,0.333165968,15.7,D/F12,0.900346609,5302,0.353218571,0.674287465,0.524609006,0.471210152,0.493444919,0.07801163,-0.516412865,0.61949909,2.55158697,-1.608005098,0.072817131,-0.016222795,-0.332902848,5.229226439,-0.355175623,-0.151834185,1.42905264,-0.958828848,-1.949769918,1.731771658,0.107491246
SIDM00349,SIDM00349;TE-10,TE-10,JCRB,CVCL_1760,Male,Esophagus,Esophageal Carcinoma,Esophageal Squamous Cell Carcinoma,,ACH-000318,TE10_OESOPHAGUS,2.692804918,10.66666667,MSS,Unknown,0.957588712,15.5,D/F12,0.856353657,4662,0.41038913,0.505644237,0.471781175,0.603414287,0.455651606,0.088272037,1.491165149,-0.275490963,0.982299907,-1.373279178,0.22632976,-0.616938441,0.700874432,-0.394919898,-0.732535746,0.617022677,0.858562516,0.182878652,2.663664618,0.471649355,0.292130772
SIDM00515,SIDM00515;COLO-800,COLO-800,ECACC,CVCL_1135,Male,Skin,Melanoma,Cutaneous melanoma,,ACH-000401,COLO800_SKIN,2.751764412,7.4,MSS,Adherent,,14.8,R,0.871212179,4659,0.388431695,0.628939077,0.536960591,0.651983092,0.482819448,0.082887189,-2.114918545,-1.235027234,2.050358026,-0.061130702,-1.124425508,-0.053319795,-0.335347525,0.787980768,-0.158267475,0.284038026,0.757424899,3.902962813,-0.577397761,-0.023717042,0.209047599
SIDM00742,SIDM00742;NCI-H1693,NCI-H1693,ATCC,CVCL_1488,Female,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000021,NCIH1693_LUNG,2.730169327,9.333333333,MSS,Adherent,0.352495277,18.4,R,0.904430745,5518,0.37374838,0.640147439,0.575383483,0.703598122,0.500482323,0.064270257,-0.480709347,-0.259418407,0.866922244,0.402206462,0.215053549,0.010634766,1.187280954,-2.486056477,0.676474358,0.149746291,-1.57354795,-1.309532063,0.121406504,-0.700080201,0.293386041
SIDM00303,SIDM00303;JHOS-4,JHOS-4,RIKEN,CVCL_4649,Female,Ovary,Ovarian Carcinoma,High grade ovarian serous adenocarcinoma,,ACH-000584,JHOS4_OVARY,3.934260258,12.76666667,MSS,Adherent,0.608465659,14.8,D/F12,0.902055807,5199,0.273316241,0.568439906,0.511394129,0.566882732,0.405321383,0.071987531,0.856766982,0.419684315,1.342607906,-3.097495767,-0.452369934,0.233701904,0.205471822,-2.402309917,-0.153125337,0.172610621,1.244341057,-0.800764615,-0.018349509,0.155769781,-0.114584148
SIDM00305,SIDM00305;JHOS-2,JHOS-2,RIKEN,CVCL_4647,Female,Ovary,Ovarian Carcinoma,High grade ovarian serous adenocarcinoma,,ACH-000132,JHOS2_OVARY,2.758190473,9.433333333,MSS,Adherent,0.927584184,14.7,D/F12,0.911105655,4951,0.375453373,0.438658884,0.477194928,0.635849568,0.380635797,0.044485367,0.956861704,-0.860224443,0.336027854,-3.036704753,0.043447978,1.643678722,0.900923988,-2.009904293,-0.340461032,-0.131805416,-0.983982711,-0.746868751,0.060080178,0.842005119,-0.038488347
SIDM00473,SIDM00473;PE-CA-PJ15,PE-CA-PJ15,ECACC,CVCL_2678,Male,Head and Neck,Head and Neck Carcinoma,Tongue Squamous Cell Carcinoma,,ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,,,MSS,Adherent,1.13423291,16.3,D/F12,0.900989422,4965,0.293704047,0.53505455,0.497935608,,0.371193957,0.114561071,2.530191026,-0.913496179,-0.428237676,-0.418237842,-0.511306749,-1.008269169,0.498314938,-1.515454129,-1.558694019,0.496560601,0.357635277,0.622348675,1.59493072,0.68983443,-0.486764191
SIDM00046,SIDM00046;H3255,H3255,NCI,CVCL_6831,Female,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000109,NCIH3255_LUNG,2.513398136,5.266666667,MSS,Unknown,0.481929837,21.4,R,0.901680564,5225,0.33281837,0.586427956,0.515445571,,,,1.622063509,0.39807019,1.260924313,0.432161022,-2.186001776,2.210525855,0.163597219,1.097762073,0.569332986,1.942636761,-0.364313841,-0.048606112,0.989458397,2.299374269,-0.465821812
SIDM00231,SIDM00231;NCC010,NCC010,National Cancer Center Singapore,CVCL_X505,Male,Kidney,Kidney Carcinoma,,,ACH-002167,NCC010_KIDNEY,1.771856207,11.76666667,MSS,Unknown,0.661203006,18.2,R,0.913073547,5540,0.420223178,0.683021737,0.58162184,0.177955238,0.523745851,0.027160414,-0.304767934,-2.042493886,-0.171755198,0.636737514,-0.930536168,1.515082845,0.634176497,-0.298104294,0.889798044,0.379949287,0.997673725,-0.715993891,-2.292209174,1.13379345,0.546677249
SIDM00663,SIDM00663;Hs-939-T,Hs-939-T,ATCC,CVCL_1036,Female,Skin,Melanoma,,,ACH-000814,HS939T_SKIN,1.94164211,15.43333333,MSS,Adherent,0.899853007,15.6,D/F12,0.914326699,5485,0.39065345,0.680472437,0.561764074,0.152953653,0.502005679,-0.009190564,-1.741358021,-1.592170611,0.817944339,-1.639608486,-0.236342776,1.125920578,-0.125729316,1.29967019,-0.136607922,-0.351348906,0.398510755,4.114150239,-0.207259203,-1.70962427,0.134909544
SIDM00672,SIDM00672;Hep3B2-1-7,Hep3B2-1-7,ATCC,CVCL_0326,Male,Liver,Hepatocellular Carcinoma,,,ACH-000625,HEP3B217_LIVER,3.697136046,,MSS,Adherent,1.252874568,14.1,D/F12,0.916446935,5589,0.377865968,0.711663173,0.576926621,0.450789994,0.482830268,0.046966737,0.10648174,1.2750036,2.364554871,0.610163053,0.022342196,-0.572946224,-0.818971802,4.165440173,-0.308127611,-0.012619355,2.289225726,-0.584848788,-1.86336555,2.447497822,0.091786381
SIDM00578,SIDM00578;NB1,NB1,JCRB,CVCL_1440,Male,Peripheral Nervous System,Neuroblastoma,,,ACH-000804,NB1_AUTONOMIC_GANGLIA,1.940229892,13.6,MSS,Unknown,0.435048613,14.2,R,0.899236806,5680,0.408116859,0.673062842,0.541618059,0.156944528,0.446131314,0.018025661,-3.121024411,1.795024822,-1.671328599,0.394653043,5.204052877,0.17470231,-0.970713457,-1.488417513,0.348824294,-0.336987276,0.673805258,-0.144121426,0.13783479,-0.541935551,0.445185913
